,filename,VP,Session,violation_count,AI,total_misses,mean_RT
39,8867random_1_data.csv,8867random,1,8,0.19999999972060323,0,0.5536363636363635
40,7629random_1_data.csv,7629random,1,6,0.5000000004656613,0,0.5209090909090909
41,6988random_1_data.csv,6988random,1,7,0.33333333348855376,0,0.5181818181818182
42,4063random_1_data.csv,4063random,1,2,0.2500000004656613,0,0.5927272727272728
43,513random_1_data.csv,513random,1,6,0.19999999972060323,0,0.33
44,2461random_1_data.csv,2461random,1,8,0.16666666651144624,0,0.4027272727272727
45,7710random_1_data.csv,7710random,1,5,0.5000000004656613,0,0.5209090909090909
46,2558random_1_data.csv,2558random,1,4,0.6666666665114462,0,0.4827272727272728
47,1312random_1_data.csv,1312random,1,5,0.39999999990686774,0,0.4754545454545455
48,617random_1_data.csv,617random,1,8,0.19999999972060323,0,0.35090909090909095
49,4367random_1_data.csv,4367random,1,7,0.22222222248092294,0,0.5018181818181817
50,2765random_1_data.csv,2765random,1,4,0.5000000004656613,0,0.5499999999999999
51,8960random_1_data.csv,8960random,1,6,0.1250000004656613,0,0.4945454545454545
52,1111random_1_data.csv,1111random,1,2,0.16666666651144624,0,0.6136363636363636
53,7513random_1_data.csv,7513random,1,4,0.6666666665114462,0,0.4818181818181818
54,4359random_1_data.csv,4359random,1,0,0.9999999995343387,0,0.5609090909090908
55,629random_1_data.csv,629random,1,4,0.2500000004656613,0,0.5572727272727271
56,2566random_1_data.csv,2566random,1,4,0.2500000004656613,0,0.4127272727272727
57,4164random_1_data.csv,4164random,1,4,0.5000000004656613,0,0.5554545454545455
58,414random_1_data.csv,414random,1,0,0.9999999995343387,0,0.5454545454545454
59,211random_1_data.csv,211random,1,4,0.10000000009313226,0,0.43090909090909085
60,4761random_1_data.csv,4761random,1,6,0.19999999972060323,0,0.5318181818181817
61,1529random_1_data.csv,1529random,1,3,0.5000000004656613,0,0.6036363636363636
62,2363random_1_data.csv,2363random,1,6,0.16666666651144624,0,0.4390909090909091
63,7316random_1_data.csv,7316random,1,2,0.1250000004656613,0,0.5199999999999999
64,1714random_1_data.csv,1714random,1,3,0.7500000004656613,0,0.500909090909091
65,2160random_1_data.csv,2160random,1,0,0.9999999995343387,0,0.6345454545454546
66,4562random_1_data.csv,4562random,1,6,0.19999999972060323,0,0.5254545454545455
67,7328random_1_data.csv,7328random,1,0,0.9999999995343387,0,0.6445454545454546
68,1517random_1_data.csv,1517random,1,7,0.19999999972060323,0,0.5836363636363636
69,7115random_1_data.csv,7115random,1,6,0.3750000004656613,0,0.3718181818181818
70,9022random_1_data.csv,9022random,1,1,0.9166666665114462,0,0.5127272727272727
71,2385random_1_data.csv,2385random,1,5,0.39999999990686774,0,0.5945454545454545
72,5826random_1_data.csv,5826random,1,3,0.39999999990686774,0,0.32727272727272727
73,4787random_1_data.csv,4787random,1,4,0.2500000004656613,0,0.520909090909091
74,5818random_1_data.csv,5818random,1,4,0.6666666665114462,0,0.5045454545454546
75,9221random_1_data.csv,9221random,1,10,0.19999999972060323,0,0.40454545454545454
76,4584random_1_data.csv,4584random,1,3,0.8000000002793968,0,0.5509090909090909
77,2186random_1_data.csv,2186random,1,3,0.5000000004656613,0,0.4636363636363636
78,2783random_1_data.csv,2783random,1,10,0.2500000004656613,0,0.4763636363636364
79,9619random_1_data.csv,9619random,1,7,0.22222222248092294,0,0.5963636363636363
80,3822random_1_data.csv,3822random,1,5,0.16666666651144624,0,0.3245454545454546
81,4381random_1_data.csv,4381random,1,2,0.7500000004656613,0,0.4336363636363636
82,9424random_1_data.csv,9424random,1,1,0.6666666665114462,0,0.4990909090909091
83,6857random_1_data.csv,6857random,1,10,0.10000000009313226,0,0.6200000000000001
84,4182random_1_data.csv,4182random,1,8,0.19999999972060323,0,0.42454545454545456
85,6869random_1_data.csv,6869random,1,4,0.33333333348855376,0,0.34363636363636363
86,2580random_1_data.csv,2580random,1,4,0.6666666665114462,0,0.4918181818181818
87,9627random_1_data.csv,9627random,1,7,0.3000000002793968,0,0.3427272727272727
88,8986random_1_data.csv,8986random,1,5,0.2500000004656613,0,0.4845454545454546
89,8362random_1_data.csv,8362random,1,3,0.6666666665114462,0,0.37454545454545446
90,4965random_1_data.csv,4965random,1,8,0.16666666651144624,0,0.5754545454545456
91,1910random_1_data.csv,1910random,1,8,0.22222222248092294,0,0.5872727272727273
92,8161random_1_data.csv,8161random,1,4,0.8333333334885538,0,0.4563636363636363
93,8764random_1_data.csv,8764random,1,8,0.19999999972060323,0,0.4163636363636364
94,8559random_1_data.csv,8559random,1,0,0.9999999995343387,0,0.6045454545454546
95,8567random_1_data.csv,8567random,1,1,0.7500000004656613,0,0.44090909090909086
96,7914random_1_data.csv,7914random,1,5,0.19999999972060323,0,0.5681818181818182
97,2961random_1_data.csv,2961random,1,4,0.5000000004656613,0,0.3963636363636364
98,6488random_1_data.csv,6488random,1,10,0.19999999972060323,0,0.469090909090909
99,813random_1_data.csv,813random,1,7,0.22222222248092294,0,0.4572727272727273
100,3425random_1_data.csv,3425random,1,5,0.6666666665114462,0,0.5763636363636364
101,5027random_1_data.csv,5027random,1,9,0.1250000004656613,0,0.3718181818181818
102,8782random_1_data.csv,8782random,1,5,0.5555555555038154,0,0.46818181818181814
103,3618random_1_data.csv,3618random,1,8,0.1250000004656613,0,0.6245454545454545
104,9823random_1_data.csv,9823random,1,8,0.2500000004656613,0,0.5099999999999999
105,6450random_1_data.csv,6450random,1,11,0.10000000009313226,0,0.5745454545454546
106,5224random_1_data.csv,5224random,1,6,0.33333333348855376,0,0.6145454545454545
107,3626random_1_data.csv,3626random,1,6,0.16666666651144624,0,0.6027272727272727
108,2987random_1_data.csv,2987random,1,1,0.6666666665114462,0,0.5254545454545455
109,5019random_1_data.csv,5019random,1,9,0.19999999972060323,0,0.5409090909090909
110,6653random_1_data.csv,6653random,1,1,0.6666666665114462,0,0.45363636363636356
111,8581random_1_data.csv,8581random,1,3,0.2500000004656613,0,0.5781818181818181
112,8384random_1_data.csv,8384random,1,7,0.22222222248092294,0,0.6072727272727272
113,6056random_1_data.csv,6056random,1,11,0.2500000004656613,0,0.4854545454545454
114,3023random_1_data.csv,3023random,1,3,0.8000000002793968,0,0.6236363636363635
115,5421random_1_data.csv,5421random,1,4,0.16666666651144624,0,0.35818181818181816
116,6255random_1_data.csv,6255random,1,6,0.5000000004656613,0,0.5509090909090909
117,8187random_1_data.csv,8187random,1,5,0.1250000004656613,0,0.4981818181818182
118,6068random_1_data.csv,6068random,1,0,0.9999999995343387,0,0.48636363636363633
119,4983random_1_data.csv,4983random,1,9,0.10000000009313226,0,0.63
120,5622random_1_data.csv,5622random,1,3,0.10000000009313226,0,0.5490909090909092
121,3220random_1_data.csv,3220random,1,5,0.6666666665114462,0,0.5081818181818182
122,6151random_1_data.csv,6151random,1,8,0.2500000004656613,0,0.3281818181818182
123,3319random_1_data.csv,3319random,1,5,0.2500000004656613,0,0.4809090909090909
124,8283random_1_data.csv,8283random,1,7,0.19999999972060323,0,0.37636363636363634
125,5526random_1_data.csv,5526random,1,3,0.7500000004656613,0,0.5054545454545454
126,3124random_1_data.csv,3124random,1,8,0.22222222248092294,0,0.4836363636363636
127,8080random_1_data.csv,8080random,1,8,0.1250000004656613,0,0.4390909090909092
128,42random_1_data.csv,42random,1,5,0.16666666651144624,0,0.39
129,6352random_1_data.csv,6352random,1,6,0.1250000004656613,0,0.41
130,5518random_1_data.csv,5518random,1,6,0.2500000004656613,0,0.4863636363636363
131,3327random_1_data.csv,3327random,1,4,0.7500000004656613,0,0.5954545454545456
132,5725random_1_data.csv,5725random,1,0,0.9999999995343387,0,0.3836363636363636
133,4884random_1_data.csv,4884random,1,6,0.5000000004656613,0,0.3018181818181818
134,5120random_1_data.csv,5120random,1,7,0.19999999972060323,0,0.5081818181818182
135,3522random_1_data.csv,3522random,1,7,0.16666666651144624,0,0.4163636363636364
136,6557random_1_data.csv,6557random,1,7,0.2500000004656613,0,0.4872727272727273
137,9924random_1_data.csv,9924random,1,2,0.39999999990686774,0,0.6590909090909091
138,8685random_1_data.csv,8685random,1,6,0.2500000004656613,0,0.5927272727272727
139,2880random_1_data.csv,2880random,1,4,0.33333333348855376,0,0.5109090909090909
140,3721random_1_data.csv,3721random,1,9,0.16666666651144624,0,0.48000000000000004
141,5323random_1_data.csv,5323random,1,5,0.5000000004656613,0,0.5018181818181818
142,6569random_1_data.csv,6569random,1,8,0.10000000009313226,0,0.5963636363636362
143,8486random_1_data.csv,8486random,1,6,0.22222222248092294,0,0.5609090909090909
144,6754random_1_data.csv,6754random,1,4,0.33333333348855376,0,0.5300000000000001
145,2858random_1_data.csv,2858random,1,6,0.19999999972060323,0,0.3654545454545454
146,8663random_1_data.csv,8663random,1,3,0.8000000002793968,0,0.62
147,7813random_1_data.csv,7813random,1,5,0.19999999972060323,0,0.5181818181818182
148,8460random_1_data.csv,8460random,1,2,0.6000000000931323,0,0.4354545454545455
149,914random_1_data.csv,914random,1,3,0.4444444444961846,0,0.4772727272727273
150,2866random_1_data.csv,2866random,1,7,0.5000000004656613,0,0.5772727272727273
151,1829random_1_data.csv,1829random,1,8,0.1250000004656613,0,0.619090909090909
152,8058random_1_data.csv,8058random,1,5,0.10000000009313226,0,0.4436363636363636
153,8265random_1_data.csv,8265random,1,5,0.19999999972060323,0,0.480909090909091
154,4862random_1_data.csv,4862random,1,5,0.5000000004656613,0,0.5045454545454546
155,6189random_1_data.csv,6189random,1,8,0.33333333348855376,0,0.4563636363636363
156,8066random_1_data.csv,8066random,1,8,0.22222222248092294,0,0.4690909090909091
157,1817random_1_data.csv,1817random,1,3,0.7500000004656613,0,0.33090909090909093
158,4900random_1_data.csv,4900random,1,2,0.6666666665114462,0,0.4145454545454545
159,8339random_1_data.csv,8339random,1,4,0.39999999990686774,0,0.5527272727272727
160,1975random_1_data.csv,1975random,1,8,0.19999999972060323,0,0.6454545454545454
161,8104random_1_data.csv,8104random,1,6,0.6250000004656613,0,0.43636363636363634
162,8307random_1_data.csv,8307random,1,2,0.1250000004656613,0,0.5399999999999999
163,7971random_1_data.csv,7971random,1,5,0.33333333348855376,0,0.5945454545454545
164,3498random_1_data.csv,3498random,1,5,0.33333333348855376,0,0.6381818181818182
165,8502random_1_data.csv,8502random,1,6,0.6000000000931323,0,0.56
166,876random_1_data.csv,876random,1,5,0.33333333348855376,0,0.44272727272727264
167,2904random_1_data.csv,2904random,1,6,0.33333333348855376,0,0.44909090909090904
168,8701random_1_data.csv,8701random,1,3,0.33333333348855376,0,0.41545454545454547
169,848random_1_data.csv,848random,1,4,0.2500000004656613,0,0.4227272727272728
170,5299random_1_data.csv,5299random,1,5,0.5000000004656613,0,0.4236363636363636
171,3643random_1_data.csv,3643random,1,8,0.2500000004656613,0,0.4527272727272727
172,9878random_1_data.csv,9878random,1,0,0.9999999995343387,0,0.5263636363636363
173,890random_1_data.csv,890random,1,2,0.33333333348855376,0,0.44090909090909086
174,5241random_1_data.csv,5241random,1,10,0.10000000009313226,0,0.4881818181818182
175,7997random_1_data.csv,7997random,1,8,0.19999999972060323,0,0.5536363636363636
176,6636random_1_data.csv,6636random,1,6,0.1250000004656613,0,0.48454545454545445
177,6608random_1_data.csv,6608random,1,4,0.33333333348855376,0,0.4854545454545454
178,5042random_1_data.csv,5042random,1,6,0.5000000004656613,0,0.509090909090909
179,3440random_1_data.csv,3440random,1,1,0.2500000004656613,0,0.5672727272727273
180,6435random_1_data.csv,6435random,1,7,0.22222222248092294,0,0.66
181,9846random_1_data.csv,9846random,1,4,0.6000000000931323,0,0.4572727272727273
182,1993random_1_data.csv,1993random,1,6,0.19999999972060323,0,0.5763636363636364
183,3078random_1_data.csv,3078random,1,5,0.16666666651144624,0,0.4627272727272728
184,6230random_1_data.csv,6230random,1,8,0.19999999972060323,0,0.3890909090909091
185,3245random_1_data.csv,3245random,1,7,0.10000000009313226,0,0.5718181818181818
186,5647random_1_data.csv,5647random,1,0,0.9999999995343387,0,0.7209090909090909
187,5679random_1_data.csv,5679random,1,4,0.8750000004656613,0,0.4581818181818182
188,6033random_1_data.csv,6033random,1,4,0.22222222248092294,0,0.66
189,5444random_1_data.csv,5444random,1,1,0.2500000004656613,0,0.57
190,3046random_1_data.csv,3046random,1,9,0.3000000002793968,0,0.45999999999999996
191,6337random_1_data.csv,6337random,1,7,0.39999999990686774,0,0.49727272727272726
192,1894random_1_data.csv,1894random,1,4,0.33333333348855376,0,0.3918181818181818
193,27random_1_data.csv,27random,1,7,0.1250000004656613,0,0.3936363636363636
194,5740random_1_data.csv,5740random,1,2,0.6666666665114462,0,0.5245454545454545
195,3342random_1_data.csv,3342random,1,6,0.33333333348855376,0,0.4145454545454546
196,6134random_1_data.csv,6134random,1,8,0.10000000009313226,0,0.3654545454545454
197,19random_1_data.csv,19random,1,8,0.1250000004656613,0,0.44999999999999996
198,3141random_1_data.csv,3141random,1,6,0.22222222248092294,0,0.4990909090909091
199,5543random_1_data.csv,5543random,1,7,0.33333333348855376,0,0.3463636363636364
200,6309random_1_data.csv,6309random,1,7,0.2500000004656613,0,0.5436363636363635
201,5346random_1_data.csv,5346random,1,7,0.2500000004656613,0,0.4090909090909091
202,997random_1_data.csv,997random,1,8,0.2500000004656613,0,0.5254545454545454
203,3744random_1_data.csv,3744random,1,1,0.7500000004656613,0,0.4572727272727273
204,6731random_1_data.csv,6731random,1,7,0.10000000009313226,0,0.57
205,7890random_1_data.csv,7890random,1,4,0.5000000004656613,0,0.5509090909090908
206,3579random_1_data.csv,3579random,1,7,0.2500000004656613,0,0.59
207,3547random_1_data.csv,3547random,1,7,0.22222222248092294,0,0.5954545454545455
208,5145random_1_data.csv,5145random,1,3,0.33333333348855376,0,0.5445454545454544
209,9941random_1_data.csv,9941random,1,8,0.3000000002793968,0,0.3354545454545455
210,6532random_1_data.csv,6532random,1,6,0.3750000004656613,0,0.4181818181818182
211,5378random_1_data.csv,5378random,1,6,0.19999999972060323,0,0.4436363636363637
212,8405random_1_data.csv,8405random,1,3,0.6250000004656613,0,0.6036363636363636
213,7876random_1_data.csv,7876random,1,5,0.19999999972060323,0,0.5263636363636363
214,9999random_1_data.csv,9999random,1,8,0.19999999972060323,0,0.6254545454545454
215,2803random_1_data.csv,2803random,1,6,0.33333333348855376,0,0.3372727272727273
216,8638random_1_data.csv,8638random,1,7,0.22222222248092294,0,0.4936363636363636
217,971random_1_data.csv,971random,1,5,0.2500000004656613,0,0.37454545454545446
218,8606random_1_data.csv,8606random,1,3,0.8000000002793968,0,0.6336363636363637
219,7848random_1_data.csv,7848random,1,1,0.8333333334885538,0,0.4272727272727272
220,4807random_1_data.csv,4807random,1,9,0.10000000009313226,0,0.5399999999999999
221,8003random_1_data.csv,8003random,1,5,0.5000000004656613,0,0.5936363636363636
222,3199random_1_data.csv,3199random,1,5,0.2500000004656613,0,0.5709090909090909
223,1872random_1_data.csv,1872random,1,7,0.10000000009313226,0,0.5590909090909091
224,5798random_1_data.csv,5798random,1,0,0.9999999995343387,0,0.519090909090909
225,4839random_1_data.csv,4839random,1,5,0.4444444444961846,0,0.46545454545454545
226,8200random_1_data.csv,8200random,1,8,0.5000000004656613,0,0.3918181818181818
227,590random_1_data.csv,590random,1,0,0.9999999995343387,0,0.6281818181818182
228,9578random_1_data.csv,9578random,1,5,0.3750000004656613,0,0.3872727272727273
229,7497random_1_data.csv,7497random,1,3,0.6666666665114462,0,0.6345454545454546
230,9745random_1_data.csv,9745random,1,5,0.5000000004656613,0,0.36727272727272725
231,1095random_1_data.csv,1095random,1,4,0.6250000004656613,0,0.5963636363636365
232,3940random_1_data.csv,3940random,1,6,0.16666666651144624,0,0.6490909090909092
233,793random_1_data.csv,793random,1,9,0.22222222248092294,0,0.42090909090909084
234,1296random_1_data.csv,1296random,1,5,0.5000000004656613,0,0.5363636363636363
235,9546random_1_data.csv,9546random,1,3,0.5000000004656613,0,0.5109090909090909
236,7694random_1_data.csv,7694random,1,5,0.5000000004656613,0,0.38909090909090904
237,6935random_1_data.csv,6935random,1,5,0.39999999990686774,0,0.5690909090909092
238,7091random_1_data.csv,7091random,1,0,0.9999999995343387,0,0.47181818181818175
239,1493random_1_data.csv,1493random,1,7,0.2500000004656613,0,0.5463636363636364
240,9343random_1_data.csv,9343random,1,8,0.22222222248092294,0,0.4027272727272726
241,196random_1_data.csv,196random,1,4,0.39999999990686774,0,0.32181818181818184
242,9140random_1_data.csv,9140random,1,7,0.39999999990686774,0,0.4227272727272727
243,1690random_1_data.csv,1690random,1,5,0.39999999990686774,0,0.5154545454545455
244,7292random_1_data.csv,7292random,1,5,0.2500000004656613,0,0.670909090909091
245,395random_1_data.csv,395random,1,6,0.1250000004656613,0,0.6136363636363635
246,5944random_1_data.csv,5944random,1,10,0.10000000009313226,0,0.5045454545454546
247,2002random_1_data.csv,2002random,1,5,0.33333333348855376,0,0.41363636363636364
248,9198random_1_data.csv,9198random,1,5,0.6250000004656613,0,0.5036363636363637
249,1648random_1_data.csv,1648random,1,4,0.5000000004656613,0,0.5209090909090909
250,170random_1_data.csv,170random,1,6,0.16666666651144624,0,0.3563636363636364
251,4400random_1_data.csv,4400random,1,5,0.2500000004656613,0,0.4109090909090909
252,1475random_1_data.csv,1475random,1,7,0.3750000004656613,0,0.6372727272727273
253,7077random_1_data.csv,7077random,1,7,0.16666666651144624,0,0.28545454545454546
254,7049random_1_data.csv,7049random,1,3,0.1250000004656613,0,0.3781818181818182
255,4603random_1_data.csv,4603random,1,4,0.33333333348855376,0,0.42454545454545456
256,373random_1_data.csv,373random,1,4,0.6250000004656613,0,0.4690909090909091
257,2201random_1_data.csv,2201random,1,6,0.16666666651144624,0,0.46636363636363637
258,7274random_1_data.csv,7274random,1,10,0.16666666651144624,0,0.370909090909091
259,1676random_1_data.csv,1676random,1,3,0.5000000004656613,0,0.47818181818181815
260,1073random_1_data.csv,1073random,1,2,0.6666666665114462,0,0.5909090909090909
261,3998random_1_data.csv,3998random,1,6,0.3000000002793968,0,0.4254545454545454
262,8802random_1_data.csv,8802random,1,3,0.6666666665114462,0,0.4790909090909091
263,2639random_1_data.csv,2639random,1,7,0.5000000004656613,0,0.5145454545454545
264,7471random_1_data.csv,7471random,1,8,0.19999999972060323,0,0.5472727272727274
265,2404random_1_data.csv,2404random,1,4,0.5000000004656613,0,0.39999999999999997
266,576random_1_data.csv,576random,1,4,0.33333333348855376,0,0.4763636363636364
267,4006random_1_data.csv,4006random,1,4,0.39999999990686774,0,0.43545454545454554
268,4038random_1_data.csv,4038random,1,0,0.9999999995343387,0,0.3863636363636363
269,548random_1_data.csv,548random,1,4,0.2500000004656613,0,0.6890909090909092
270,7672random_1_data.csv,7672random,1,7,0.10000000009313226,0,0.5918181818181817
271,1270random_1_data.csv,1270random,1,4,0.6666666665114462,0,0.5672727272727273
272,4205random_1_data.csv,4205random,1,2,0.6250000004656613,0,0.5563636363636365
273,775random_1_data.csv,775random,1,7,0.10000000009313226,0,0.5127272727272728
274,2607random_1_data.csv,2607random,1,6,0.33333333348855376,0,0.44999999999999996
275,7576random_1_data.csv,7576random,1,8,0.10000000009313226,0,0.5127272727272728
276,8905random_1_data.csv,8905random,1,11,0.10000000009313226,0,0.4190909090909091
277,1174random_1_data.csv,1174random,1,6,0.33333333348855376,0,0.5672727272727272
278,471random_1_data.csv,471random,1,7,0.2500000004656613,0,0.530909090909091
279,4101random_1_data.csv,4101random,1,5,0.16666666651144624,0,0.5327272727272727
280,1349random_1_data.csv,1349random,1,5,0.16666666651144624,0,0.4390909090909091
281,9499random_1_data.csv,9499random,1,5,0.5000000004656613,0,0.5918181818181818
282,2503random_1_data.csv,2503random,1,8,0.5000000004656613,0,0.5872727272727274
283,1377random_1_data.csv,1377random,1,10,0.19999999972060323,0,0.5909090909090909
284,7775random_1_data.csv,7775random,1,4,0.33333333348855376,0,0.4881818181818182
285,2700random_1_data.csv,2700random,1,7,0.19999999972060323,0,0.44545454545454555
286,4302random_1_data.csv,4302random,1,7,0.33333333348855376,0,0.5363636363636364
287,672random_1_data.csv,672random,1,9,0.6666666665114462,0,0.52
288,7548random_1_data.csv,7548random,1,4,0.16666666651144624,0,0.4218181818181818
289,4507random_1_data.csv,4507random,1,7,0.1250000004656613,0,0.48000000000000004
290,2105random_1_data.csv,2105random,1,10,0.10000000009313226,0,0.5209090909090909
291,7170random_1_data.csv,7170random,1,9,0.19999999972060323,0,0.569090909090909
292,2338random_1_data.csv,2338random,1,7,0.22222222248092294,0,0.5463636363636364
293,1572random_1_data.csv,1572random,1,6,0.22222222248092294,0,0.4
294,2306random_1_data.csv,2306random,1,6,0.22222222248092294,0,0.39
295,4704random_1_data.csv,4704random,1,6,0.10000000009313226,0,0.5263636363636364
296,274random_1_data.csv,274random,1,7,0.10000000009313226,0,0.5390909090909092
297,1771random_1_data.csv,1771random,1,8,0.22222222248092294,0,0.46090909090909093
298,7373random_1_data.csv,7373random,1,11,0.19999999972060323,0,0.5672727272727273
299,4539random_1_data.csv,4539random,1,3,0.6666666665114462,0,0.49909090909090903
300,1594random_1_data.csv,1594random,1,1,0.6666666665114462,0,0.3481818181818182
301,9244random_1_data.csv,9244random,1,4,0.10000000009313226,0,0.3709090909090909
302,7196random_1_data.csv,7196random,1,5,0.5000000004656613,0,0.6090909090909092
303,9079random_1_data.csv,9079random,1,4,0.33333333348855376,0,0.4963636363636363
304,7395random_1_data.csv,7395random,1,3,0.5555555555038154,0,0.5909090909090909
305,9047random_1_data.csv,9047random,1,7,0.33333333348855376,0,0.5909090909090909
306,1797random_1_data.csv,1797random,1,5,0.16666666651144624,0,0.4945454545454545
307,5843random_1_data.csv,5843random,1,3,0.33333333348855376,0,0.4127272727272727
308,292random_1_data.csv,292random,1,2,0.1250000004656613,0,0.5681818181818182
309,497random_1_data.csv,497random,1,0,0.9999999995343387,0,0.43818181818181823
310,9642random_1_data.csv,9642random,1,4,0.39999999990686774,0,0.5063636363636363
311,3879random_1_data.csv,3879random,1,0,0.9999999995343387,0,0.5063636363636362
312,1192random_1_data.csv,1192random,1,5,0.33333333348855376,0,0.4836363636363636
313,7590random_1_data.csv,7590random,1,7,0.2500000004656613,0,0.49545454545454537
314,694random_1_data.csv,694random,1,7,0.10000000009313226,0,0.5681818181818182
315,3847random_1_data.csv,3847random,1,2,0.8000000002793968,0,0.4563636363636364
316,6832random_1_data.csv,6832random,1,6,0.33333333348855376,0,0.5054545454545454
317,7793random_1_data.csv,7793random,1,9,0.22222222248092294,0,0.47090909090909094
318,1391random_1_data.csv,1391random,1,6,0.1250000004656613,0,0.5654545454545455
319,9441random_1_data.csv,9441random,1,9,0.19999999972060323,0,0.36909090909090914
320,653random_1_data.csv,653random,1,3,0.7500000004656613,0,0.5990909090909091
321,4323random_1_data.csv,4323random,1,1,0.8333333334885538,0,0.52
322,7569random_1_data.csv,7569random,1,5,0.33333333348855376,0,0.5572727272727271
323,3880random_1_data.csv,3880random,1,3,0.39999999990686774,0,0.5690909090909092
324,2721random_1_data.csv,2721random,1,10,0.19999999972060323,0,0.6045454545454545
325,7754random_1_data.csv,7754random,1,5,0.8000000002793968,0,0.5754545454545454
326,1356random_1_data.csv,1356random,1,8,0.19999999972060323,0,0.4327272727272727
327,9486random_1_data.csv,9486random,1,4,0.6000000000931323,0,0.4700000000000001
328,1368random_1_data.csv,1368random,1,4,0.6000000000931323,0,0.4690909090909091
329,2522random_1_data.csv,2522random,1,6,0.22222222248092294,0,0.45999999999999996
330,4120random_1_data.csv,4120random,1,7,0.3750000004656613,0,0.54
331,450random_1_data.csv,450random,1,6,0.33333333348855376,0,0.5681818181818182
332,8924random_1_data.csv,8924random,1,3,0.6666666665114462,0,0.44727272727272727
333,9685random_1_data.csv,9685random,1,5,0.39999999990686774,0,0.3718181818181818
334,1155random_1_data.csv,1155random,1,3,0.2500000004656613,0,0.5227272727272728
335,7557random_1_data.csv,7557random,1,5,0.16666666651144624,0,0.399090909090909
336,7352random_1_data.csv,7352random,1,8,0.2500000004656613,0,0.5163636363636364
337,4518random_1_data.csv,4518random,1,4,0.6666666665114462,0,0.3090909090909091
338,9080random_1_data.csv,9080random,1,6,0.22222222248092294,0,0.5136363636363637
339,1750random_1_data.csv,1750random,1,5,0.2500000004656613,0,0.5354545454545454
340,255random_1_data.csv,255random,1,1,0.8750000004656613,0,0.4009090909090908
341,4725random_1_data.csv,4725random,1,5,0.10000000009313226,0,0.4836363636363636
342,5884random_1_data.csv,5884random,1,5,0.1250000004656613,0,0.54
343,2327random_1_data.csv,2327random,1,4,0.6666666665114462,0,0.42909090909090897
